temp_max_C,temp_min_C,precip_mm,day_of_week,month,wind_speed_max_m_s,weather_code,Complaint_Count,year,relative_humidity_2m_mean,weather_label
30.7,19.1,0.0,1,11,9.9,3,24,2024,68,3
30.7,18.9,0.0,2,11,6.9,3,13,2024,69,3
30.2,19.0,0.0,3,11,8.6,3,13,2024,67,3
29.5,17.8,0.0,4,11,7.6,3,30,2024,68,3
28.6,16.1,0.0,5,11,7.1,3,24,2024,68,3
28.7,16.1,0.0,6,11,6.5,2,20,2024,68,3
28.7,16.0,0.0,0,11,9.4,0,25,2024,65,3
28.2,15.8,0.0,1,11,7.6,0,13,2024,65,3
27.1,15.1,0.0,2,11,8.3,0,26,2024,65,3
27.5,15.1,0.0,3,11,5.9,0,17,2024,70,3
27.1,15.2,0.0,4,11,6.0,0,23,2024,69,3
26.7,15.3,0.0,5,11,6.0,1,4,2024,70,3
26.4,15.1,0.0,6,11,5.9,3,19,2024,70,3
26.9,14.5,0.0,0,11,7.5,3,31,2024,71,3
27.1,14.5,0.0,1,11,7.8,3,12,2024,70,3
26.9,14.5,0.0,2,11,10.0,3,22,2024,69,3
26.9,14.7,0.0,3,11,13.4,3,31,2024,68,3
28.5,16.6,0.0,4,11,12.6,3,32,2024,69,3
26.1,19.5,0.4,5,11,14.7,51,38,2024,83,1
25.2,18.5,7.7,6,12,9.6,63,15,2024,90,0
26.0,19.3,2.5,0,12,12.0,61,21,2024,88,1
27.8,20.3,0.1,1,12,8.7,51,13,2024,83,1
29.6,20.2,0.0,2,12,5.9,3,25,2024,81,3
29.6,19.3,0.0,3,12,6.4,3,18,2024,78,3
28.8,18.1,0.0,4,12,8.4,1,29,2024,73,3
28.5,17.2,0.0,5,12,8.0,3,27,2024,71,3
26.9,19.1,1.7,6,12,9.3,53,18,2024,86,1
26.3,20.2,2.3,0,12,12.5,55,13,2024,90,1
27.1,17.2,0.0,1,12,10.3,3,71,2024,73,3
25.9,14.4,0.0,2,12,6.8,3,41,2024,70,3
25.3,13.0,0.0,3,12,6.9,3,31,2024,69,3
25.9,13.3,0.0,4,12,9.0,3,23,2024,71,3
25.5,13.0,0.0,5,12,8.3,3,14,2024,67,3
25.1,11.7,0.0,6,12,7.7,0,36,2024,65,3
25.1,11.3,0.0,0,12,7.7,0,25,2024,66,3
25.7,11.1,0.0,1,12,7.0,3,11,2024,66,3
26.6,11.8,0.0,2,12,7.9,3,39,2024,68,3
28.1,14.5,0.0,3,12,9.6,3,31,2024,74,3
26.4,17.8,1.2,4,12,10.7,53,17,2024,81,1
26.8,16.8,0.3,5,12,12.7,51,8,2024,81,1
26.7,16.1,0.0,6,12,7.8,3,18,2024,79,3
27.4,15.7,0.0,0,12,7.1,3,27,2024,77,3
25.7,16.7,0.0,1,12,11.2,3,25,2024,76,3
24.6,17.6,0.2,2,12,6.2,51,31,2024,81,1
28.5,17.9,0.0,3,12,7.5,3,25,2024,77,3
29.3,18.3,0.0,4,12,9.0,3,15,2024,70,3
28.8,16.9,0.0,5,12,11.6,3,11,2024,67,3
27.5,18.5,0.4,6,12,10.5,51,5,2024,75,1
27.3,17.7,0.0,0,12,11.1,0,18,2024,74,3
26.2,15.4,0.0,1,12,9.4,3,4,2024,67,3
24.5,13.1,0.0,2,1,8.5,3,3,2025,66,3
25.1,11.8,0.0,3,1,7.3,3,15,2025,63,3
24.6,11.8,0.0,4,1,7.4,3,29,2025,68,3
25.5,12.3,0.0,5,1,6.2,3,13,2025,73,3
26.4,12.9,0.0,6,1,5.6,1,16,2025,76,3
25.8,13.4,0.0,0,1,7.6,0,17,2025,71,3
26.8,13.9,0.0,1,1,11.6,0,6,2025,65,3
23.9,12.9,0.0,2,1,10.2,0,12,2025,60,3
24.6,10.5,0.0,3,1,8.2,0,19,2025,63,3
25.7,10.7,0.0,4,1,7.0,3,25,2025,70,3
26.5,12.7,0.0,5,1,8.7,3,25,2025,73,3
26.7,13.2,0.0,6,1,8.0,3,16,2025,72,3
27.2,15.0,0.0,0,1,7.8,1,26,2025,68,3
27.7,15.4,0.0,1,1,8.3,2,13,2025,69,3
26.5,14.6,0.0,2,1,10.0,3,21,2025,68,3
26.3,13.1,0.0,3,1,7.1,3,16,2025,69,3
26.3,13.6,0.0,4,1,10.2,0,10,2025,64,3
26.5,12.7,0.0,5,1,8.1,0,8,2025,62,3
26.5,12.6,0.0,6,1,8.2,0,21,2025,65,3
26.4,11.4,0.0,0,1,7.7,0,11,2025,59,3
27.3,12.3,0.0,1,1,6.7,2,5,2025,69,3
28.7,13.5,0.0,2,1,6.8,0,10,2025,68,3
29.5,14.1,0.0,3,1,7.0,2,9,2025,68,3
29.8,15.2,0.0,4,1,6.7,0,26,2025,69,3
29.0,15.8,0.0,5,1,9.9,1,23,2025,67,3
27.6,15.8,0.0,6,1,11.4,2,11,2025,60,3
27.0,12.2,0.0,0,1,9.1,1,14,2025,59,3
28.0,12.5,0.0,1,1,8.3,1,9,2025,60,3
28.5,13.9,0.0,2,1,8.4,3,12,2025,73,3
30.3,16.6,0.0,3,1,8.7,3,28,2025,74,3
31.4,18.3,0.0,4,1,10.3,1,44,2025,69,3
32.1,19.0,0.0,5,2,8.0,3,22,2025,68,3
31.4,18.7,0.0,6,2,6.8,3,26,2025,67,3
32.0,18.8,0.0,0,2,9.4,0,13,2025,62,3
31.8,19.4,0.0,1,2,8.0,3,40,2025,73,3
32.3,18.6,0.0,2,2,9.1,3,27,2025,65,3
31.6,19.7,0.0,3,2,10.8,0,14,2025,58,3
29.0,17.2,0.0,4,2,9.7,0,18,2025,39,3
28.4,16.1,0.0,5,2,8.2,0,24,2025,45,3
29.0,14.0,0.0,6,2,8.6,1,23,2025,51,3
30.7,14.3,0.0,0,2,7.2,0,17,2025,50,3
31.2,15.7,0.0,1,2,7.9,0,24,2025,56,3
32.9,17.7,0.0,2,2,12.7,0,19,2025,55,3
30.8,16.8,0.0,3,2,10.6,0,8,2025,49,3
28.5,15.1,0.0,4,2,8.7,0,14,2025,42,3
29.3,13.7,0.0,5,2,10.0,0,7,2025,46,3
31.9,15.2,0.0,6,2,10.8,0,37,2025,48,3
32.4,16.8,0.0,0,2,8.2,0,19,2025,54,3
31.5,16.9,0.0,1,2,9.1,0,41,2025,56,3
31.4,18.1,0.0,2,2,15.8,1,24,2025,60,3
31.1,20.4,0.0,3,2,13.9,2,9,2025,73,3
31.8,19.5,0.0,4,2,12.1,1,41,2025,65,3
31.9,19.5,0.1,5,2,12.5,51,22,2025,64,1
31.1,18.7,0.0,6,2,13.1,0,35,2025,59,3
30.9,17.9,0.0,0,2,11.7,0,23,2025,45,3
31.0,16.6,0.0,1,2,9.3,0,27,2025,54,3
31.4,17.0,0.0,2,2,10.2,0,14,2025,57,3
31.5,17.3,0.0,3,2,6.2,1,38,2025,60,3
33.0,17.9,0.0,4,2,10.7,3,26,2025,55,3
34.3,19.2,0.0,5,3,9.9,3,11,2025,54,3
34.3,18.8,0.0,6,3,8.9,3,8,2025,47,3
33.9,20.1,0.0,0,3,13.3,3,10,2025,49,3
34.0,18.6,0.0,1,3,13.5,2,15,2025,43,3
31.8,20.2,0.0,2,3,16.3,1,43,2025,40,3
29.8,15.3,0.0,3,3,10.9,0,19,2025,35,3
30.4,15.1,0.0,4,3,9.6,0,23,2025,38,3
32.2,15.0,0.0,5,3,9.5,0,25,2025,38,3
34.3,17.1,0.0,6,3,13.7,0,14,2025,47,3
34.0,18.9,0.0,0,3,13.2,0,17,2025,53,3
33.7,19.0,0.0,1,3,8.2,0,13,2025,41,3
35.4,19.1,0.0,2,3,10.5,0,22,2025,41,3
37.8,20.0,0.0,3,3,11.8,2,31,2025,36,3
38.1,20.2,0.0,4,3,11.3,0,19,2025,38,3
37.5,19.9,0.0,5,3,8.7,0,7,2025,40,3
38.3,21.9,0.0,6,3,12.9,1,28,2025,36,3
37.8,24.0,0.0,0,3,22.1,3,22,2025,38,3
35.7,23.8,0.0,1,3,15.9,3,53,2025,40,3
38.1,21.8,0.0,2,3,15.0,1,27,2025,49,3
37.1,24.4,0.0,3,3,27.2,1,60,2025,48,3
35.7,23.0,0.0,4,3,24.3,3,70,2025,60,3
31.3,21.0,16.8,5,3,18.9,65,58,2025,72,0
31.8,20.6,0.5,6,3,18.9,53,57,2025,68,1
32.3,20.0,0.0,0,3,8.7,1,26,2025,62,3
33.4,18.3,0.0,1,3,6.3,0,17,2025,55,3
35.5,18.7,0.0,2,3,11.7,0,25,2025,47,3
37.0,19.1,0.0,3,3,10.6,0,16,2025,41,3
37.9,20.4,0.0,4,3,9.7,0,21,2025,41,3
38.3,21.5,0.0,5,3,12.1,2,30,2025,42,3
38.1,21.8,0.0,6,3,9.5,0,22,2025,41,3
38.4,20.8,0.0,0,3,10.9,0,14,2025,44,3
38.3,23.7,0.0,1,4,14.2,1,48,2025,50,3
37.9,25.3,1.2,2,4,22.3,55,52,2025,57,1
36.5,23.9,1.2,3,4,22.2,53,28,2025,59,1
30.0,24.1,0.0,4,4,10.0,3,30,2025,64,3
37.5,22.7,0.0,5,4,12.7,1,9,2025,46,3
40.4,22.4,0.0,6,4,14.7,0,15,2025,32,3
39.9,22.8,0.0,0,4,25.9,2,36,2025,41,3
39.5,24.3,0.0,1,4,22.5,2,27,2025,50,3
37.5,23.8,0.0,2,4,19.7,1,60,2025,52,3
36.7,24.5,0.0,3,4,35.3,3,34,2025,54,3
38.3,24.0,0.0,4,4,15.5,3,41,2025,51,3
39.7,23.9,0.0,5,4,19.2,3,34,2025,45,3
39.0,25.4,0.0,6,4,16.9,3,35,2025,45,3
37.4,23.6,0.2,0,4,18.3,51,55,2025,47,1
37.5,24.6,1.1,1,4,21.4,53,42,2025,59,1
37.2,22.5,0.0,2,4,21.8,1,25,2025,57,3
38.7,24.3,0.0,3,4,16.2,1,78,2025,51,3
40.0,25.7,0.0,4,4,17.6,1,89,2025,46,3
40.0,26.1,0.0,5,4,15.1,1,79,2025,47,3
40.7,25.6,0.0,6,4,14.5,1,79,2025,44,3
41.3,27.7,0.0,0,4,12.5,1,90,2025,37,3
42.7,27.0,0.0,1,4,14.2,0,85,2025,33,3
42.1,26.3,0.0,2,4,15.4,0,50,2025,29,3
42.4,26.3,0.0,3,4,16.3,1,58,2025,27,3
41.9,27.3,0.0,4,4,15.5,1,119,2025,28,3
41.4,26.2,0.0,5,4,27.6,2,53,2025,41,3
33.7,27.4,0.0,6,4,10.4,3,68,2025,46,3
37.7,24.5,1.1,0,4,18.9,53,111,2025,46,1
38.5,23.9,0.0,1,4,20.5,3,146,2025,46,3
36.7,24.0,0.0,2,4,12.5,1,90,2025,55,3
37.0,24.4,0.0,3,5,20.5,3,39,2025,52,3
35.8,23.9,0.0,4,5,14.2,0,142,2025,56,3
36.7,24.1,4.3,5,5,26.4,63,124,2025,66,2
35.4,22.6,0.0,6,5,9.6,3,81,2025,61,3
36.2,23.9,0.1,0,5,11.7,51,41,2025,51,1
37.4,24.1,0.0,1,5,8.7,1,50,2025,48,3
37.8,24.8,0.0,2,5,16.6,3,36,2025,45,3
37.3,25.4,0.0,3,5,9.8,3,16,2025,47,3
36.7,26.0,0.0,4,5,10.2,3,32,2025,50,3
39.0,26.1,0.0,5,5,11.3,3,58,2025,43,3
39.6,26.9,0.0,6,5,12.8,1,117,2025,43,3
38.9,27.7,0.8,0,5,17.6,53,90,2025,45,1
40.1,28.4,2.4,1,5,15.7,61,76,2025,46,1
40.1,26.9,0.0,2,5,11.3,2,71,2025,49,3
40.0,27.8,0.0,3,5,18.9,3,74,2025,51,3
40.0,27.8,0.0,4,5,14.8,3,56,2025,50,3
38.9,27.8,2.5,5,5,16.1,61,56,2025,54,1
40.0,27.7,1.8,6,5,21.7,55,59,2025,58,1
39.9,27.7,0.1,0,5,24.4,51,116,2025,57,1
40.1,26.9,0.0,1,5,15.3,3,84,2025,54,3
41.3,27.6,0.1,2,5,21.9,51,127,2025,53,1
34.3,26.4,0.7,3,5,17.7,51,72,2025,72,1
34.4,25.8,0.2,4,5,9.4,51,71,2025,72,1
33.6,25.1,15.5,5,5,10.1,63,65,2025,81,0
32.7,26.0,2.2,6,5,16.1,61,78,2025,79,1
34.5,26.3,17.8,0,5,12.0,65,49,2025,79,0
34.9,26.4,2.5,1,5,12.4,55,80,2025,80,1
34.6,25.9,7.4,2,5,19.5,63,102,2025,80,2
35.2,26.0,8.8,3,5,11.8,63,112,2025,76,0
36.7,27.0,2.7,4,5,16.0,61,95,2025,73,2
34.5,26.4,5.4,5,5,11.4,61,62,2025,77,2
37.1,26.2,0.0,6,6,19.7,3,36,2025,62,3
37.3,25.6,0.0,0,6,16.7,3,38,2025,48,3
35.9,26.7,0.2,1,6,17.0,51,31,2025,59,1
35.9,25.7,0.1,2,6,22.6,51,50,2025,63,1
34.9,25.0,0.0,3,6,10.0,3,44,2025,67,3
35.7,26.3,0.3,4,6,9.7,51,63,2025,61,1
37.3,25.9,0.2,5,6,19.9,51,43,2025,57,1
37.4,25.9,0.0,6,6,15.8,3,78,2025,58,3
37.3,27.6,0.3,0,6,14.2,51,53,2025,59,1
36.8,25.8,0.5,1,6,14.5,53,41,2025,65,1
35.4,26.7,0.3,2,6,17.7,51,48,2025,69,1
35.1,26.6,0.9,3,6,17.1,53,36,2025,70,1
36.0,26.6,0.0,4,6,15.2,3,43,2025,69,3
35.8,27.2,0.2,5,6,12.7,51,83,2025,70,1
35.6,26.2,9.0,6,6,15.5,63,72,2025,76,0
32.4,25.4,25.2,0,6,10.5,65,83,2025,87,0
32.5,26.0,10.4,1,6,16.5,63,78,2025,85,0
27.2,25.2,33.6,2,6,16.4,63,75,2025,94,0
26.7,24.5,24.8,3,6,22.8,63,39,2025,94,0
31.8,25.2,13.2,4,6,22.1,63,45,2025,76,0
35.2,25.4,0.7,5,6,19.2,51,42,2025,66,1
33.9,26.7,0.2,6,6,16.4,51,32,2025,71,1
30.0,26.2,18.3,0,6,16.1,63,37,2025,85,0
32.3,25.5,5.8,1,6,13.1,63,35,2025,84,2
32.2,25.0,37.7,2,6,12.8,63,39,2025,88,4
29.7,24.4,25.9,3,6,15.3,63,29,2025,89,0
30.8,24.6,9.5,4,6,20.8,61,42,2025,83,0
29.4,24.7,43.3,5,6,23.6,65,34,2025,88,4
31.6,24.6,10.2,6,6,21.1,63,15,2025,77,0
31.1,24.4,18.9,0,6,16.8,63,24,2025,87,0
30.2,24.2,37.9,1,7,17.1,63,40,2025,90,4
29.7,24.7,35.6,2,7,18.3,65,62,2025,92,4
27.2,24.1,116.0,3,7,19.6,65,50,2025,95,4
30.3,24.0,33.3,4,7,20.3,65,68,2025,88,0
30.5,24.6,56.5,5,7,19.6,65,78,2025,90,4
28.9,24.5,154.8,6,7,21.6,65,78,2025,88,4
28.9,24.2,10.2,0,7,15.6,63,56,2025,89,0
29.2,24.0,4.7,1,7,17.6,61,37,2025,83,2
29.1,23.1,40.1,2,7,18.5,65,48,2025,91,4
30.5,23.7,16.7,3,7,15.8,63,59,2025,89,0
31.2,24.6,5.3,4,7,13.4,61,38,2025,84,2
32.8,25.3,3.9,5,7,15.5,61,49,2025,82,2
32.7,25.6,1.8,6,7,8.7,55,92,2025,82,1
28.9,24.8,19.7,0,7,9.9,63,67,2025,92,0
31.3,24.3,23.6,1,7,20.2,63,42,2025,88,0
32.9,25.0,10.6,2,7,13.5,63,36,2025,85,0
32.8,24.7,16.2,3,7,15.7,65,64,2025,86,0
33.2,24.6,0.9,4,7,8.3,53,58,2025,84,1
33.3,25.1,6.3,5,7,12.9,63,36,2025,82,2
29.5,24.9,16.5,6,7,9.2,63,48,2025,89,0
32.1,24.8,9.9,0,7,10.2,63,51,2025,85,0
32.5,25.2,9.5,1,7,6.8,63,78,2025,85,0
32.7,26.0,30.5,2,7,9.3,65,105,2025,87,0
32.4,25.3,13.5,3,7,14.7,63,79,2025,89,0
29.9,25.4,17.1,4,7,13.9,63,52,2025,88,0
30.1,24.7,16.2,5,7,22.0,65,56,2025,87,0
32.0,25.1,1.7,6,7,22.2,51,46,2025,79,1
31.1,25.8,0.8,0,7,20.2,51,47,2025,75,1
28.9,25.0,12.8,1,7,17.8,63,24,2025,87,0
31.1,24.7,1.5,2,7,17.4,53,28,2025,83,1
32.7,25.4,0.9,3,7,18.6,53,37,2025,76,1
32.2,24.8,1.8,4,8,16.0,61,64,2025,80,1
31.1,24.9,16.4,5,8,16.8,65,37,2025,87,0
32.3,25.9,1.4,6,8,14.8,53,30,2025,84,1
32.6,25.5,2.1,0,8,9.0,61,50,2025,84,1
32.8,25.3,1.8,1,8,7.3,61,58,2025,84,1
32.6,26.3,11.5,2,8,17.0,63,44,2025,83,0
33.2,25.7,1.6,3,8,21.0,53,26,2025,84,1
30.1,24.8,6.8,4,8,20.6,61,35,2025,89,2
31.8,24.0,1.0,5,8,14.5,53,35,2025,86,1
32.2,25.1,7.1,6,8,11.5,63,43,2025,87,2
32.6,24.3,6.3,0,8,10.0,63,58,2025,84,2
33.1,25.0,2.9,1,8,14.1,61,62,2025,84,1
32.7,24.8,2.5,2,8,14.0,53,83,2025,83,1
31.2,25.6,10.7,3,8,18.3,65,47,2025,84,0
31.6,25.0,7.9,4,8,14.4,63,48,2025,86,0
32.3,25.3,2.5,5,8,17.3,55,51,2025,82,1
32.6,24.5,1.6,6,8,19.1,61,37,2025,80,1
31.7,25.5,1.5,0,8,22.0,53,54,2025,81,1
31.0,25.6,16.4,1,8,16.0,65,50,2025,84,0
31.5,24.9,4.4,2,8,13.6,61,48,2025,86,2
30.4,24.0,9.9,3,8,17.9,61,59,2025,88,0
27.4,24.7,60.9,4,8,17.0,65,30,2025,93,4
27.4,24.3,27.3,5,8,20.2,65,30,2025,92,0
27.8,23.8,21.5,6,8,23.0,63,31,2025,91,0
28.7,23.8,14.5,0,8,11.5,65,27,2025,90,0
31.2,23.9,13.3,1,8,7.8,63,36,2025,89,0
31.7,24.1,2.4,2,8,13.7,55,29,2025,87,1
30.9,24.3,0.9,3,8,9.9,51,17,2025,86,1
31.8,24.4,0.5,4,8,11.0,51,20,2025,83,1
31.4,24.6,0.8,5,8,17.7,51,27,2025,84,1
31.3,24.3,17.9,6,8,9.2,65,44,2025,89,0
31.1,24.5,5.4,0,9,16.8,61,34,2025,90,2
29.3,24.6,19.4,1,9,10.2,63,35,2025,92,0
29.8,23.9,22.8,2,9,11.5,63,54,2025,91,0
31.4,23.6,41.2,3,9,20.6,65,38,2025,90,4
30.1,24.4,7.2,4,9,8.5,63,34,2025,91,2
31.0,23.8,5.8,5,9,10.2,61,37,2025,87,2
30.7,24.6,18.6,6,9,10.2,65,54,2025,89,0
31.7,23.7,4.6,0,9,11.8,61,58,2025,90,2
32.1,24.7,3.5,1,9,7.0,63,49,2025,87,2
32.0,25.1,6.3,2,9,8.9,63,72,2025,89,2
30.4,25.4,15.7,3,9,10.3,63,52,2025,91,0
31.7,24.1,8.2,4,9,11.4,63,37,2025,90,0
31.1,24.3,2.5,5,9,13.9,61,36,2025,87,1
31.5,24.6,7.0,6,9,9.8,63,73,2025,88,2
29.3,24.8,19.4,0,9,9.7,65,50,2025,93,0
28.5,24.6,14.1,1,9,11.7,63,22,2025,93,0
30.6,24.1,2.1,2,9,14.0,51,34,2025,88,1
31.2,24.4,0.9,3,9,9.3,51,48,2025,88,1
32.2,24.4,3.5,4,9,11.0,61,50,2025,87,2
32.4,24.7,4.8,5,9,11.8,61,49,2025,88,2
30.7,24.8,8.8,6,9,7.3,63,83,2025,91,0
30.7,25.2,11.0,0,9,7.8,63,98,2025,91,0
28.1,24.0,51.3,1,9,10.5,65,79,2025,92,4
28.9,24.0,43.2,2,9,12.1,65,52,2025,92,4
31.4,23.7,1.9,3,9,13.4,53,53,2025,87,1
31.5,24.5,27.3,4,9,15.6,65,58,2025,91,0
30.6,25.1,12.1,5,9,21.8,63,36,2025,87,0
30.4,25.1,5.8,6,9,12.3,63,29,2025,88,2
31.1,24.0,0.5,0,9,8.2,51,12,2025,88,1
31.0,24.2,5.0,1,9,9.3,63,19,2025,90,2
31.8,24.3,5.2,2,10,16.3,61,65,2025,86,2
30.5,25.1,36.4,3,10,22.8,65,60,2025,89,4
27.9,24.4,22.6,4,10,17.4,63,28,2025,92,0
30.6,24.6,11.3,5,10,14.4,63,30,2025,92,0
28.8,24.1,6.1,6,10,13.3,63,35,2025,94,2
28.8,23.0,3.0,0,10,7.1,55,17,2025,93,2
29.9,23.5,2.5,1,10,11.1,53,35,2025,91,1
30.6,24.5,4.9,2,10,6.9,61,40,2025,90,2
31.0,24.2,2.6,3,10,7.4,61,34,2025,89,1
31.2,23.2,4.8,4,10,15.7,63,31,2025,85,2
31.5,22.8,0.0,5,10,9.0,3,14,2025,77,3
31.0,22.4,0.0,6,10,6.2,2,31,2025,78,3
31.0,22.9,0.0,0,10,8.2,0,26,2025,77,3
31.4,22.5,0.0,1,10,6.3,1,15,2025,77,3
31.4,22.4,0.0,2,10,6.1,0,18,2025,78,3
30.9,22.2,0.0,3,10,8.2,0,18,2025,75,3
31.0,21.7,0.0,4,10,7.8,0,17,2025,75,3
30.5,20.6,0.0,5,10,6.3,0,37,2025,77,3
30.2,22.6,0.6,6,10,9.4,51,42,2025,85,1
